Id,Sentiment,Text
9674,neutral,setelah ngobrol sama doi yang berkata masa gak kuat sih lari kenapa jadi sering muncul berita tips mengenai lar 
9675,neutral,sahabat mido ada yang tahu kalau batik masuk sebagai warisan kemanusiaan untuk budaya lisan amp nonbendawi oleh unesco 
9676,positive,situ tebar pesona mulu sih jadi gatau kabar temen kita haha
9677,positive,hahaha crita dy bini laaa geng spa kita takpyah isi borang nk blik kedah 
9678,positive,terharu banget dan lebih dari itu saya merasa sangat2 tertampar dalam kondisi yang belum stabil saja mereka ikhlas menol 
9679,positive,taatilah ibu bapa kita selagi mereka masih ada peluang itu hanya sekali melihat wajah mereka sudah dapat pahala ini 
9680,neutral,sudah naluri manusia dalam upaya bertahan disituasi darurat tanpa butuh perintah dan itu hany 
9681,neutral,selain itu diane von furstenberg burberry prorsum nicolle miller dan dries van noten perancang kenamaan dunia y 
9682,negative,iya wa untungnya hp ga ikut dimaling di kantong samping akutu naruhnya ya ampun ngeri jaman skr 
9683,negative,ibadah yg kita lakukan belum tentu berpahala sedangkan maksiat yang kita lakukan sudah pasti menghasilkan dosa 
9684,positive,hehehe kamu juga deh 
9685,neutral,haribatiknasionalelamat hari batik nasionalelasa 2 oktober 2018 lestarikan batik indonesia karena batik a 
9686,neutral,jangan terlalu baik sangat nanti orang pijak kepala jangan jahat sangat nanti orang pandang hina biar la sa 
9687,neutral,kau free tak petang ni kita try pi ada rezeki kita register terus 
9688,neutral,kamu dalam perut mak lagi masa itu budak
9689,negative,report him please buat semak tl 
9690,positive,wadu huhuhu mudah2an bisa lebih fi mudah2an kita semua bisa selalu meningkatkan kualitas diri masing2 di tiap hari nya aamiin
9691,neutral,persib wajib melaksanakan partai kandang mereka di luar pulau jawa kalimantan hingga akhir musim mereka juga akan bertan 
9692,neutral,17 kalau mau nuruti logika pendukung yg dangkal itu justru mereka yg harusnya insyaf data dan faktanya gubern 
9693,positive,oktober pun datang harusnya kita udah ketemu bulan ini tp allah maha baik dan lebih tau apa yg terbaik untk kita 
9694,neutral,banyak banyakin nonton video video mereka terus lyrics video kalau buat ulitmate bias mah langsung 
9695,negative,kamu jahat jahat bgt udah ngambil hati saya ga pernah dibalikin 
9696,positive,bahagia kita jangan cerita dekat orangekotor air longkang kotor lagi hati sesetengah orang dari puji boleh jadi ke 
9697,neutral,tanggalan kita
9698,neutral,hari ini 2 oktober 2018 bertepatan dengan hari batik nasionalebagai generasi muda kita punya kewajiban untuk m 
9699,neutral,viral tidak terjadi apa apa tapi komunikasi kita terputus ternyata penyebabnya adalah orang yang baik akan kala 
9700,positive,allah tidak hendak menyulitkan kamu tetapi dia hendak membersihkan kamu dan menyempurnakan nikmat nya bagimu supaya kamu bersyukur 5 6 
9701,negative,cinta sejati adalah ketika kamu harus merelakan dia pergi meski tahu dia tak akan kembali tapi kamu tahu dia selalu ada di hati 
9702,neutral,bener tuh gak segan kita callout orang orang yg sering nyenggol danik sering pula orang orang itu pla 
9703,neutral,kamu hanya perlu bebas dan mulai mencintai konsekwensi 
9704,positive,jngn ada dusta diantara kita 
9705,neutral,pukul 12 16 sudah memasuki istirhat siang dan azan zuhur sudah berkumandang mari kita melapor kepadaang maha k 
9706,negative,gaduh ke tak puashati ke sakit hati ke rindu ke benci ke sayang ke insecure ke any kind of feeling let your partn 
9707,neutral,dia yg penghasilan 3 5 m per minggu aja hp nya masih 5s nah kita liat hp keluaran baru maksain beli walau duit pas 
9708,negative,aku pusing garagara kamu 
9709,neutral,pernah pada suatu masa jika melihat ada yang tidak beres di ruang publik kita tinggal upload foto ke qlue lalu tidak la 
9710,neutral,berita yg kamu sodorkan justru memperkuat pernyataan kami teliti saja yg satu b 
9711,neutral,kita harus mendukung batik sebagai salah satu industri kreatif yang dapat menggerakkan ekonomi nasional haribatiknasional
9712,negative,dia cuma iseng membuka obrolan denganmu karena lagi kesepian aja bukan niat mau membuka pintu lebar lebar buat kamu masuk 
9713,neutral,kiw aku tau kamu pusying uts jadi tolong tonton ini untuk sekedar refreshing walau dikit 
9714,positive,iya dong pak dhe kita goodlooking in everystyle everywhere sesuai dgn kepribadianx yg slalu ramah dan santun 
9715,negative,awas aja kamu ninggalin aku obrak abrik kerajaanmu 
9716,neutral,kaya kamu 
9717,negative,babekasihtau inul daratista mengaku memendam kekesalanelama 15 tahun pada rhoma irama beginilah awal mula perse 
9718,neutral,181002 g c f in newark ketika jin mau memakan es krim ketika itu pula jk hyung bukankah kamu sedang flu 
9719,positive,benda paling berguna aku belajar tahun lepas adalah belajar diam lagi banyak mendengar kalau ada kawan nak bersembang jgn po 
9720,neutral,masih ada dua atlet paralayang andalan jatim lagi yang belum diketahui keberadaannya yakni reza c kambey danerd 
9721,neutral,barisan komunitas blogger semarang dan genpi dalam upacara bendera memperingati hari batik nasionalenyum kita hahagiaa kw 
9722,neutral,kangen mbatik di sekolah kangen nyanting kangen nglorod kangen tangannya kena pewarna kangen nglembur ngerja 
9723,negative,ada yang nepok bokong gue buset dah gue kaget dong gue nengok ke belakang yang cowok cowok lagi pada hormat gu 
9724,neutral,penasaran kan apa yang mauhancai sampaikan ke daomingi buruan nyalain tv dan klikctv di remote kamu meteorgardensctv s 
9725,negative,ini kejadia musibah di palu dan donggala ini kok aneh ya di lombok di aceh kena musibah mereka gk nja 
9726,neutral,pak mohon ulurkan bantuannya pak sahabat kita pendukung prabowosandi dia n penduduk l 
9727,neutral,hai kamu siapa
9728,neutral,dan kita nobar depan stadion sambil ngechant bandungmelawan
9729,neutral,padahal hari itu 14 tahun lalu kita belum punya perangkat sehebat sekarang termasuk lembaga seperti bnpb dan uu penan 
9730,positive,kita akan menyesal bila mimpi yang kita kejar akhirnya gagal tapi kita akan lebih menyesal bila kita tidak mencoba untuk mengejarnya 
9731,neutral,siri mt umno bodoh pt 1 masa 98 dulu reformis panggil dia tukang salak dan kerbau yg kami heret letak k 
9732,negative,pengen balikan sama kamu pacar aku yang sekarang nggak seperti kamu yang pengertian 
9733,positive,we love you yunia kamu harus semangat jalanin ini semua kamu ga sendirian kok disini kita satu kelas bakal selal 
9734,neutral,mau liat siapa yang stalk twitter kamu cek temen temen kamu yang kepo disini d
9735,positive,beruntunglah kamu yang kalo bangun tidur siang langsung merasa segar karena ngga sedikit orang yang kalo bangun tidur siang 
9736,neutral,mestinya sudah lapor polisi kan kita tunggu tindak lanjutnya 
9737,positive,bersyukurlah kita sebagai rakyat malaysia 
9738,negative,persamaan kamu sama permen awalnya manis akhirnya bikin sakit
9739,neutral,saya sokong kamu dua cringe namateybb dah slalu tgok the x factor evenimon cowell m 
9740,negative,kamu aja yang gatau
9741,neutral,disebabkan pencetus ummah menyampaikan apa yang ada dalam al quran mereka digelar pemecah ummah teruskan prju 
9742,neutral,kecik lagi budak tu macam baya damia je kita paling koman nak bergurau pun sorok botol susu ja
9743,positive,mahal pa rin kita ganun hahahahaha
9744,neutral,apapun postingannya hesteknya raisameetsutopo gaes yuk kita realiasasikan meet and greet pak dan 
9745,negative,gak memukul jd kamu otaknya yaa provokator nya 
9746,negative,kita dulu dilatih utk congak kids nowadays suruh congak punya lah lambat i don't know how maths are taught these days bu 
9747,negative,kalo adek aku marah kamu maju paling depan yah 3
9748,negative,kadang kita seperti nobita mencintai seseorang yang tak tau hatinya untuk siapa 
9749,neutral,apapun yg terjadi di indo 
9750,negative,astagfirulllah biadab sekali apa ini ada hubungannya dengan dana triliunan yg hilang atau masalah lain sam 
9751,negative,terus kondisi indukan anjing ras di breeder tuh kayak gini kalau kamu beli anjing di pet shop sama aja ka 
9752,neutral,green teaeederumet rp407 000 innisfree greentea seed serum set kbeauty beautycare signatureset barang kit 
9753,neutral,nanti kita repeat lagi ye
9754,neutral,mending ya nis kamu sejam aku 10 menit sekali
9755,neutral,ntar aku bilang kak changbin dulu ya kamu mau changbin hyunjin gak 
9756,negative,kadangkala hidup ini jadi teruk bila kita jujur pada orang yang salah
9757,neutral,suara nya emg beda beda ada ciri khas masing masing kalo sering dengerin lagu mereka lama lama hafal kok 
9758,neutral,tips lainnya untuk jaga2 ke depannya siapin ransel khusus emergency di rumah kalian kayak ransel berisi air batre senter ba 
9759,neutral,cara ikutan 1 like amp follow fanpage giant di facebook instagram dan twitter 2 like postingan ini 3 tulis jawaban di 
9760,positive,gaiss perpantunan kita punya potensi viral berarti wkwk 
9761,positive,ada atau tidaknya kamu aku selalu baik baik saja 
9762,negative,nanti kalo dibuka bantuan internasional ada isu kristenisasi yg dituduh jokowi lagiudah jangan politisasi bencana 
9763,neutral,peeps bagi kamu yang baru pertama kali ingin melakukan booking di gunakan kode voucher in 
9764,neutral,buktikan sendiri dengan facemask dari komedo yang menumpuk di hidung kamu akan kecabut kaya gini alhasil mu 
9765,neutral,allah tidak hendak menyulitkan kamu tetapi dia hendak membersihkan kamu dan menyempurnakan nikmat nya bagimu supaya kamu 
9766,negative,18 juga kalau mau menuruti logika pendukung yg biadab itu tentu saja dengan enteng kita bisa melihat data bahw 
9767,negative,kita keributan aja
9768,negative,kita dilarang taat kepada kemungkaran 
9769,neutral,jadi kamu siti nurbaya 
9770,positive,lawankemustahilan sayang kamu ga sendirian diam itu emas menyimak itu platinum ayok dong jangan diem aja 
9771,neutral,ngak mau maunya peyukan berdua aja sama kamu yang ihhh cubitin pipinya 
9772,neutral,kalo dia gak balik lagi jadi artis kita semua tau ya dia beralih profesi jadi apa 
9773,positive,pernah ada temen yg bilang x van aku lho dari kemarin mikir hidupmu bahagia terus ketawa2 terus eh ternyata abis itu ka 
9774,positive,gara gara kamu ngerjain soal trigonometri tentangin cos tangen jadiin cos kangen 3
9775,positive,loving isnt about marriage tak semua org yg kita cinta boleh dimiliki yg pernah hadir memberi harapan yg telah melepaskan be 
9776,neutral,kg di masukin kontol aku cuma mau jilatin memek kamu say
9777,neutral,gabung yuk di official fans page kita 
9778,positive,pengenalan hiv penting bagi kita semua untuk tahu tentang hiv agar kita tidak termakan stigma yang beredar di masyaraka 
9779,positive,xiao zi dengan bangga cerita kehancai kalau daomingi mau berusaha untuk menyukainya bayangin gimana perasaan kamu kalau j 
9780,neutral,top10group how so bacod nya anak western squad sampai masuk top 10 group btw ada grup kamu nda by http 
9781,positive,dan vi kamu harus tau aku jg mengalami hal yg sama nice
9782,positive,berita yg kamu sodorkan justru memperkuat pernyataan kami teliti saja yg satu bilang 
9783,neutral,utk permenungan bagi kita
9784,neutral,siapa nih yg hari ini pake batik hayoo tukerin foto ootd selfie kamu lagi pake batik di haribatiknasional ini 
9785,positive,layankan aja ye mi esok kita kahwin ramai2 ye hahahah aduh mi ni
9786,neutral,semangat pagi pagi ini mau bahas nih tentang penghargaan 2018 un habitatcroll of honour yang diterima oleh bu ri 
9787,positive,ah kamu sweet banget jd mayu aq '3 
9788,positive,poto dia sama suaminya yak hahahahahahahaha
9789,neutral,osprey butuh heat resistant coating khusus di landing deck supaya bisa mendarat lagipula deck makassar class terlalu kec 
9790,negative,jangan salah paham mereka digreb 
9791,neutral,kamu kenapa mami 
9792,positive,lucu an bener polisi nya lbp
9793,negative,aku mencintaimu karena tidak ada pilihan lain karena aku tidak bisa mencintai orang lain selain kamu 49 days
9794,neutral,bapak dan pak baru saja dilantik tepatnya 20 oktober 2004 hanya 2 bukan berselang pukulan ini sepe 
9795,neutral,19 jadi apakah kalian mau lima tahun ke depan negara ini dipimpin oleh orang2 yg tega mempolitisasi bencana mereka yg 
9796,negative,ong kamu itu candu 
9797,negative,perpus fisip ga seru deh masa jam istirahat petugasnya trus kita yg lg baca skripsi ddlm dsuruh keluar kn ga enak 
9798,negative,jadi kita itu apa 
9799,negative,kamu jangan grogi gitu dong base 
9800,neutral,saat haribatiknasional selalu ada yang nanya kok kamu ga pake baju batik sih padahal celana dalam ku batik a 
9801,positive,jangan mengeluh karena banyaknya tugas yang harus kau kerjakan tapi bersyukurlah karena tuhan masih memberi banyak ke 
9802,neutral,tempat teraman bagi manusia adl surgaementara dibumi ini tempat ujian mampukah kita pindah ke surga nant 
9803,neutral,mana saja sih kampung batik di pekalongan yuk habis upacara dan potong tumpeng kita jelajahi pesonabatiknkri
9804,negative,depan kita bajet memahami belakang macam tueminggu dua ni jelas betul perangaielama ni jenuh menangkan dia
9805,neutral,bila kita angkat tangan kat pak guard tapi dia buat taktaw 
9806,neutral,kita kita nalang sa mataa
9807,neutral,aku paham nya kalau mereka lagi dideketin sama cowok gitu masa 
9808,negative,kalau la boleh buat thru camera fuh mesti nonstop and kita rasa annoyingnya bebudak ipx ni hehe
9809,negative,kamu yang dichat aku yang sakit 
9810,positive,funniest joke gusto kita lmao 
9811,negative,kan jangan jeles dianya tahu harus kemana ea eaa cyg 
9812,positive,iya kamu salah satunya ututu so sweett 
9813,neutral,kalau boleh nak je tunjuk effort kita tapi itulah hm
9814,neutral,dari kecil belajar agama dosa pahala itu tugas allah rahsia yang hanya allah tahu tapi pu amin dan umat islam sekarang le 
9815,neutral,pemimpin kita saja bersatu batikpemersatu 
9816,negative,semua anak berlindung di bawah meja masing masingemua anak remuk sampai ke tulang mereka mungkin dapat selamat 
9817,negative,dendam menyebabkan imunitas tubuh kita mati disitulah bermula awal segala penyakittress kolesterol tinggi darah tinggi jantung dll 
9818,positive,selamat hari batik nasional mencintai batik adalah ketika kita bangga memakainya setiap ada kesempatan istimewa bahk 
9819,neutral,pak sedang berada di papua merayakan malam natal tanggal 26 desember 2004 bersama saudara2 kita umat kristia 
9820,negative,betul sekaliayang beberapa kalimat ini saja mereka tidak paham dan melebar kemana mana
9821,positive,papanoodin kita ahahahahahahaha
9822,neutral,saya tidak yakin saya lebih yakin jika talent anak anak di sinetron alay itu adalah anak mereka juga 
9823,positive,jadi cewek jangan lemah harus kuat kalo kamu lemah nanti gampang disakitin sama cowok tunjukin kalo kamu gak selemah 
9824,neutral,kenapa sanksi ini harus di lawan karena kejadian kemarin itu adalah akibat dari tidak becusnya p i dan negara k 
9825,neutral,nggak usah mereka lagi sibuk di lombok palu dan donggalaedangkan 
9826,negative,jangan dong wkwk
9827,positive,banyak kegagalan dalam hidup mereka tidak menyadari betapa dekatnya mereka dengan keberhasilan saat mereka menyerah thomas edison
9828,neutral,masih kisah yang sama aku kamu dan ego haribatiknasional
9829,negative,don't be cheesy please bukan kita banget btw gelap sesak mah hati lo
9830,neutral,info nct127 ada di koran amerikaerikat tentang performance mereka di jimmy kimmel live yang akan mendatang pic 
9831,negative,enggak usah bersikap seolah olah kamu penuh dengan teka teki kamu diem aja kadang aku gak ngerti 
9832,negative,aku ga peduli berapa harganya aku ga peduli kamu suka apa ngga aku ngga peduli kalo nanti kebuang 
9833,neutral,bila dah taksub mengidolakan manusia atau pu itulah jadinya terkeluar dari isu utama semua tahu kekuasaan a 
9834,negative,kamu lagi ultah jan sedih sedih
9835,positive,disaat seperti ini kita tidak boleh membeda2kan agama ras dll kita ini satu indonesiaalut buat fpi 
9836,neutral,haierly nadila aku sudah mengirim pesan ke aplikasi line kamu tolong segera dilihat ya ditunggu responnya 
9837,positive,apresiasi tinggi untuk humas pemerintah satu inialut dan bangga 
9838,negative,pria sering kehilangan wanita yg dicintainya karena mereka tak pernah mau belajar menghargai perasaan wanitanya 
9839,neutral,great deals for mereka yang nak naik pelamin hujung tahun ni nikah tunang tapi skin masih lagi tak cantik 
9840,positive,paripurna142 rahmat h kalteng utk jaga marwah bangsa mari kita bantu dgn gotong royong di palu 
9841,neutral,yaudah mas om pak bang dek yg gak norak sana gih urusin masalah kamu kami sm 
9842,negative,awalnya agak kecewa liat mv nya tapi makin sering diliat kok jadi suka apalagi pas tau artinya ah mungkin karna ini l 
9843,negative,buat kalian yg masih sibuk iri dg negara tetangga cobalah lihat daftar ini indonesia masuk dlm nomer 2 fanbasevt terbe 
9844,negative,dia menagis pon kita boleh dgr 
9845,neutral,tak kalah penting dengan mengejar kecukupan nutrisinya anak dengan penyakit jantung bawaan juga harus menjaga jam tidu 
9846,neutral,video dari kokpit pesawat c 130 hercules a 1320 saat pertama kali mendarat di bandara mutiarais al jufrieabtu 29 9 2018 pa 
9847,positive,terima kasih pak semoga lekas pulih gbu
9848,negative,kenapa ya gw pgen sumpahin para penjarah penjarah di palu itu biar kena musibah harusnya sgera sadar tuhan sudah 
9849,positive,kamu bukan kesalahan bagiku kamu layak dibanggakan 
9850,neutral,aku tadi ngeliatin snap kamu lama pengen ngechat tapi ga jadi
9851,neutral,hmm kita liat nnti 
9852,neutral,yukk btw kita blm kenalan nihhh
9853,neutral,kalo tujuannya biar kita lebih waspada dan lebih mendekatkan diri kepada yang maha kuasa gpp tp kalo bua 
9854,neutral,kita seumuran 
9855,neutral,bagaimana prancis menciptakan sistem metrik yang kita gunakan hingga sekarang 
9856,neutral,140 tweet yg di sediakan twitter tidak akan cukup u mendeskripsikan betapa istimewanya kamu prillybie dimata kami prillvers 
9857,neutral,fi loh ada jungkook co jarang muncul jadi jarang ngobrol ngobrol dong 
9858,negative,ngayal yang engga engga aku 
9859,neutral,wkwk terus mau kamu apa 
9860,neutral,selamat hari batik nasional meski banyak yang bilang yang namanya batik itu pembuatannya harus ditulis pakai canting d 
9861,neutral,sampai mereka foto sebuah kentang gue bakal sombong bye 
9862,neutral,sense of crisis yg beda di jepang mafia yakuza malah turun tangan mereka berubah jadi organisasi sosial di sini 
9863,negative,ketika dia yg kamu cinta melakukan salah tak perlu memberitahu semua temanmu karena bukan mereka yg akan memaafkan tap 
9864,neutral,kita ramekan batikpemersatu
9865,neutral,haha apasalahnya shah alam ke kita lah
9866,neutral,inilah peramal ulung dari indonesia mama lourent ki kusumouhu naga ki joko bodo mbah mijan mereka semua 
9867,positive,dan peliharalah dirimu dari pada siksaan yang tidak khusus menimpa orang orang yang zalim saja di antara kamu dan ketahuilah 
9868,positive,aku nggak ingin lagi mendengar kata kata kamu sayang aku cukup mendengar kata aku baik baik saja itu udah lebih dari cukup
9869,neutral,kamu kapan ja 
9870,neutral,thank you kita masih bisa jadi temen kan 
9871,negative,tak bisa dipungkiri bahwa telah pernah komunismemengancamnegeri dan menorehkan peristiwa berdarah paling memalukan sekalig 
9872,negative,kok goblikeh kamu 
9873,positive,cium dulu baru dimaafin
9874,negative,antropolog amerika robert jay tahun 1953 turun ke jateng menggambarkan kekejaman pki mereka menggunakan kekuat 
9875,negative,makanya to gausah terlalu cinta sama kantor kamu mati atau resign mereka juga ga peduli dan ga ada sedih sedihnya 
9876,neutral,kebanyakan kamu ngasihnya
9877,negative,jadi ingat kader paai gariindra yg bakar sekolah 
9878,neutral,karena aku adalah aku maka kamu lah negasi dari setiap tindak tanduk lisan dan tulisan ku 
9879,positive,satu yang min puji dalam twitter walaupun min kongsi pasal apple mereka xmeroyan seperti penggunaan di facebook itu keny 
9880,neutral,when will ppl understand kalo semua wilayah jawa juga potensinya besar maksud saya gak perlu pake liat g 
9881,positive,tak peduli seperti apa hidupmu kamu selalu punya pilihan untuk melihat dari sisi baiknya atau sisi buruknya 
9882,neutral,manusia itu makhluk yg kompleks ga bs pake prinsip matematika 1 1 2 ketika membicarakan manusia kita ma 
9883,neutral,act membuka kesempatan bagiahabat untuk menyalurkan bantuan bagi saudara kita yang terdampak gempa di palu dan dongga 
9884,neutral,tolong bantu sebarkan barangkali ada teman teman yang berlebih jilbab dan pakaian muslimnya di rumah bisa bantu su 
9885,neutral,istri dapat whatsapp dr pak kepsekdi ar rahmah kecinan malaka lombok utara yg kmrn sekolahnya dan desanya luluh lantak akibat 
9886,neutral,halo lik aku telat nyapa kamu tapi setelah baca bio kamu dan baca ulang bersebelas aku mau kamu 
9887,neutral,musibah bisa terjadi diluar perkiraan manusia untuk itu mari kita persiapkan dimasing masing desa untuk membentuk ta 
9888,negative,yah yah baru mau minta kamu nih
9889,negative,curhatan akhi akhi yg kerap meinginternalisasi social anxiety takut kalau stok cewek habis diakuisisi lelaki korea sela 
9890,neutral,dalam ayat ini allahwt memperingatkan kita agar waspada terhadap fitnah dan bencana apabila ia datang menimpa maka menim 
9891,neutral,ikon comeback yuk exo kamu duluan aja rilis love scenario ikon ayuk sayang exo aku masi kelarin konser dulu sayang 
9892,positive,mari kita kerahkan seluruh daya amp upaya kita utk bantu saudara2 kita yg terkena musibah bencana terima kasih para relaw 
9893,negative,begitu ngerinya negeriku sungguh biadab oknum yg melakukan ini semua
9894,neutral,gak boleh gitu kamu harus stay 
9895,negative,wqwqwq kan kita udah putus
9896,positive,yg ingin putar balik sejarah harus kita lawan 
9897,neutral,bila kita layan elok orang layan nak taknak 
9898,positive,aku yang lucu tauuuu yaallah orang mah dianggep jahat aja cey jangan mau dibegoin terus terusan c 
9899,positive,kan jangan sedih love nanti kita jumpa ok 
9900,negative,untung aja aku gak temenan sama kamu nder
9901,positive,ketika kamu bertemu seseorang yg mampu menjadikanmu pribadi yg baik tetaplah bersamanya karena sahabat sangat sulit tuk ditemukan
9902,neutral,mau buka distro dengan modal 10juta bisa banget segera hubungi kita di 085221490661
9903,positive,semoga apa yang kamu berikan padaku saat ini bukanlah sandiwara belaka 
9904,positive,terima kasih surprisenya dan temen2 semuaa seriusan surprised banget sarcasmukses untuk ki 
9905,positive,ik kita memang berjodohore ini mv ikon keluar dan malam ini teaser comeback exo keluar dari exo l yang bahagianya 
9906,neutral,lagi ngobrol terus lawan bicara sambil main hp beberapa saat kemudian dia hah barusa kam 
9907,neutral,mari kita ramekan kembali batikpemersatu
9908,neutral,coba sebutin 1 judul lagu bts yang menggambarkan mood kamu hari ini awal bulan harusnya ganti smartphone baru bukan ja 
9909,negative,apa yang lebih basi dari kamu sudah makan belum bambanggg nggak makan sekali gak akan menyebabkan kematian 
9910,neutral,titiekoeharto kita harus luruskanejarah 
9911,negative,orang yg teriak2 nkri harga mati anda minta ikut menyalah2kn pemerintah yg sdng bekerja membantu saudaranya yg sdng kena m 
9912,neutral,judulnya laksana assist di sepakbola 
9913,neutral,saat menyaksikan berita tentang banyaknya penjarahan sepertinya saya tidak punya hak untuk menyalahi mereka berhat 
9914,positive,barangkali berguna ga ada salahnya kita berjaga2 
9915,negative,diemin aja itu ampuh di akuuka diolok gw diem2 bae eh mereka cape sendiri akhirnya stop deh klo ngikuti 
9916,negative,kamu udah tau tapi ngeselin 
9917,negative,inna lillahi ternyata benar bunda ratna dianiaya biadab dan keji cara membungkam khas pkiudah sangat melampaui bat 
9918,neutral,olive young mengatakan mereka berencana untuk merilis edisi winter stiker kuku bt21 lip balm kit warna sisir bone 
9919,negative,anda menyimak percakapan kami dan lalu meniru nya di awak media instagram gak bisa dibiarikan 
9920,positive,hanya allahwt yg tahu untuk kedepannya mari kita bertaubat mulai dari diri pribadi ke 
9921,neutral,ga ada kabar hrs pak 
9922,negative,simpulan penyebab bencana berdasar pada premis premis yang menyesatkan dan merujuk pada pengetahuan mereka yang dangkal
9923,positive,dalam hidup ini mungkin kamu tak cukup baik bagi semua orang namun kamu akan selalu jadi yg terbaik dimata sahabatmu 
9924,neutral,beruntung warga jakarta memiliki pemimpin spt pk beraksi cepat dg 83 prsl team amp bantuan 60m dari pemp 
9925,positive,umar bin khatab berpesan yakinlah bahawa ada sesuatu menantimu selepas banyak kesabaran yang kamu jalani yang membuat kam 
9926,negative,iya pak lapar nya kayak limbadmpe makan tipi segala itu laper apa mau bikin rental ps 
9927,negative,bangcad kamu mbak mau ta tak doain olshop mu bangkrut 
9928,neutral,inovasi teknologi memungkinkan kita untuk bisa bertahan hidup secara layakalah satu must have items di bugoutbag alat yang 
9929,positive,prayforpalu mari berdoa untuk saudara kita di dong 2019kitatetapbersaudara
9930,positive,alhamdulillah tiga gol tiga angka yang didapat dengan indahebarkan highlights ini dan jangan berhenti di kamu agar mereka 
9931,neutral,target ngusir mereka bekalsebelumajaleps12
9932,positive,tidak perlu jadi sempurna untuk diminati ramai orang cukup hadirnya seseorang yang sudi menerima baik buruk kekurang 
9933,positive,tindakan kamu udah bener kok diemin aja dulu aku sering dikata katain tapi semakin aku diem mereka jadi capek sendiri
9934,negative,gara gara ini negara kita diketawain negara sebelah aduuuh emang iq yang buat tinggi2 yaa ngga kuat gue 
9935,negative,kasian para bapak bangsa yg merumuskan pancasila mereka pasti sedih klo tau ternyata generasi pancasila nya spt itu
9936,negative,apa yang cannot brain oh lupa lelaki melayu suka mengharapkan isteri buat semua kerja rumah dan la 
9937,negative,mereka gak kaya seperti lu yg gak pernah susah dapat makan 
9938,neutral,jika suatu saat kamu ketemu aku dan aku jadi cantik banget itu tandanya aku udah kaya 
9939,neutral,scorpio tak memiliki kriteria untuk pasangannya mereka jatuh hati begitu saja ' 
9940,positive,amin yom kita disini tau kok semoga undangan segera ya yom
9941,negative,ini serius beneran mereka makin kurang ajar maen kekerasan 
9942,neutral,aku mau bikin giveaway pulsa tapi gak banyak cuma 5k sama 10k dalam rangka exo udah spoiler in comeback nya mereka dipil 
9943,positive,lagian mereka sama gitu managementnya wkwkw
9944,neutral,dari generasi awal pengusaha batik di garut tercatat nama masmin yang sejak thn 1910an sdh membuat kain batik di 
9945,neutral,masalanya apa
9946,neutral,puluhan menu kekinian dari warunk upnormal siap bikin selasanya kamu makin kece nongkrong di ema 
9947,positive,terkadang lebih baik mengalah bukan karena kamu salah tapi karena dengan mengalah kamu tak kehilangan dia yg kamu cinta am
9948,negative,jikaaku masih sayang tapi dianya tidak bagaimana aku tidak punya ice cream tapiakan aku cari agar kamu membaik 
9949,positive,presiden berpesan agar para atlet berjuang amp bekerja keras serta memberikan hasil yg terbaik di asianparagames2018aya t 
9950,neutral,kalau renungkan semula akan perilaku kita kitalah orang yang paling tak layak untuk mendapat syurga allah abangenior 
9951,negative,kamu kalo mau percaya ramalan terserah tapi gausah disebar bisa ini bisa jadi semacam teror buat org lain
9952,neutral,pada tahun 1919 piah dan ohen pindah ke tasikmalaya usaha pembatikan di garut dibuka kembali oleh putra mereka o 
9953,negative,kamu pelupa tapi aku lebih pelupa teuing 
9954,neutral,selamat pagi semua ada yg sudah stress ke pagi2 nie tahukah anda pisang mengandungi bahan 'tryptophan' yg akan ditu 
9955,neutral,181002 g c f in newark jin menyikat gigi rm kamu menyikat gigi dengan menggerakan wajahmu noted cara baru 
9956,positive,hooh yak berasa seleb kita punya acc lebih dari satu wkwkwk
9957,positive,jangan takut kalau kita berbuat adil sesungguhnya pertolongan dari allah tidak akan tertukar jokowi2periode 2019tetapjokowi iwartaid
9958,neutral,hari sabtu ya berarti kamu bolos tu 
9959,negative,kalo ada gerombolan kardus maki2 amp ngamuk2 ga usah diladeni percuma kita ngomong apapun kalo sdh benci kebaikan 
9960,neutral,terasa sampai kedalam kontol kamu sbesar ini gak masukin ke meki tante dong 
9961,negative,kawan2 jangan hiraukan oleh pasukan golput yg cuitanya memojokan pasangan capres amp cawapres jokowi amp hk ma'ruf ami 
9962,neutral,saran saya berikan umk utk pendapatan mereka 
9963,negative,edan ini yang keliatannya akun simpatisan fpi bisa banget ngomong nolongin orang yang kena bencana tapi sekaligus ngatai 
9964,neutral,semua jenis hutan tolong di bahas ya wkwk btw hutan di kalimantan tiap tahunnya selalu menemukan spesies bar 
9965,positive,bersilaturahmi akan memperpanjang usia kita maka dari itu marilah kita selalu menjaga tali silaturahmi dengan sesa 
9966,neutral,perempuan biar lelaki pandang kamu umpama bunga kaktus yg hodoh kerana pasti ada seorang diantara setiap lelaki yg mu 
9967,neutral,olive young mengatakan mereka berencana untuk merilis edisi winter stiker kuku bt21 lip balm kit warna sisir boneka amp s 
9968,positive,pray for palu donggala lombok buat saudara2 kita di sana semoga diberikan kekuatan ketabahan keikhlasan hadapi ujian dr allah amin
9969,positive,kamu ga salah
9970,positive,selalu
9971,neutral,rasa sayangku masih sebatas untuk keluarga belum untuk yang lain kalau kamu mau jadi keluargaku aku panggil sayangnya dari s 
9972,positive,jika kita melayani maka hidup akan lebih berarti 
